"|","Backing Unsafely","Bike Lane","Bus Lane","Brake Lights (Defect.or Improper)","Brake Lights (Defect.or  Improper)","Bus Lane, Driving in","Cell Phone","Commercial Veh on Pkwy","Cruising For Passengers","Defective Brakes","Disobey Steady Red Signal","Disobey Traffic Control Device","Driving Too Slow","Equipment","Disobey Sign","Equipment (Other)","Excessive Noise","Fail to Keep Right","Fail to yield Right of Way to Pedestrian","Failure to Signal","Failure to yield Right of Way to Vehicle","Fail to Signal","Fail to Stop on Signal","Following Too Closely","Headlights (Defect. or Improper)","Improper Lights","Improper Passing","Improper Taxi Pickup","Improper Turn","Improper/Missing Plates","Lamps and Other Equipment on Bicycle","Motorcycle (Other)","Not Giving R of W to Pedes.","Not Giving R of W to Veh.","Obstructed Plate","OBSTRUCTED PLATE","One Way Street","Overheight","Overlength","Overweight","Overwidth","Pavement Markings","Red Light","School Bus","Scooter In NYC","Seat Belt","Safety Belt","School Bus, Passing Stopped","Speeding","Spillback","TBTA Rule","Tints","TLC (Other)","Truck Route","Tinted Windows","Truck Routes","U-Turn","Uninspected","Uninsured","Unlicensed Operator","Unregistered","Unsafe Lane Change","Other Movers","TOTAL Movers"
"2012_06","10","","","","317","0","2307","0","","0","","","","","1366","21","","3","","","","153","479","6","155","64","82","","305","38","","","410","34","","","35","","","","","227","","","","","2423","25","122","46","","","","","1963","63","92","38","859","759","182","69","415","13068"
"2012_07","20","","","","406","0","1748","2","","8","","","","","1035","29","","0","","","","116","398","6","199","39","39","","280","23","","","121","24","","","41","","","","","219","","","","","1623","5","141","43","","","","","1339","41","60","46","829","648","144","45","287","10004"
"2012_08","15","","","","390","1","1831","3","","1","","","","","989","22","","2","","","","141","326","5","248","40","33","","307","47","","","83","13","","","28","","","","","243","","","","","1553","2","99","40","","","","","1585","43","89","52","925","595","162","31","290","10234"
"2012_09","20","","","","376","1","1833","10","","0","","","","","1024","15","","0","","","","181","396","6","246","27","42","","267","50","","","103","31","","","27","","","","","217","","","","","1628","69","98","32","","","","","1254","57","82","67","772","671","181","51","314","10148"
"2012_10","15","","","","336","0","1933","2","","8","","","","","1041","21","","1","","","","187","380","5","196","36","41","","317","42","","","106","21","","","19","","","","","307","","","","","1789","11","132","34","","","","","1294","52","118","53","898","663","129","33","377","10597"
"2012_11","15","","","","290","0","1119","0","","1","","","","","721","11","","0","","","","114","329","5","214","32","21","","157","33","","","76","14","","","20","","","","","168","","","","","978","4","95","17","","","","","1048","52","45","50","631","430","103","23","236","7052"
"2012_12","20","","","","317","1","1512","7","","5","","","","","1245","17","","0","","","","177","479","12","219","51","66","","317","28","","","201","24","","","32","","","","","169","","","","","1264","9","84","36","","","","","1216","33","83","71","757","614","131","27","230","9454"
"2013_01","10","","","","299","0","1781","13","","0","","","","","1192","13","","6","","","","142","559","6","239","38","46","","539","38","","","193","37","","","56","","","","","224","","","","","1492","10","259","39","","","","","1398","69","105","83","734","614","120","21","311","10686"
"2013_02","32","","","","260","10","1682","15","","8","","","","","1333","18","","5","","","","151","514","5","237","51","36","","540","27","","","174","26","","","19","","","","","177","","","","","1532","5","147","30","","","","","1502","110","102","39","883","629","130","28","355","10812"
"2013_03","18","","","","281","0","1890","0","","1","","","","","1209","19","","0","","","","178","438","3","217","47","37","","397","23","","","166","33","","","51","","","","","168","","","","","1424","9","195","29","","","","","1541","46","75","35","948","570","131","20","377","10576"
"2013_04","33","","","","238","1","2723","0","","0","","","","","1498","34","","1","","","","242","595","9","154","56","97","","655","43","","","216","58","","","57","","","","","345","","","","","2308","16","320","41","","","","","1669","123","105","60","935","764","160","47","598","14201"
"2013_05","29","","","","182","0","2297","22","","0","","","","","1236","43","","2","","","","145","571","10","101","66","62","","626","40","","","266","54","","","98","","","","","325","","","","","2257","13","239","32","","","","","1794","271","86","40","825","721","130","40","643","13266"
"2013_06","8","","","","164","0","1743","2","","1","","","","","970","24","","5","","","","153","502","3","91","45","69","","466","33","","","268","42","","","91","","","","","285","","","","","1940","18","228","38","","","","","973","55","53","41","760","579","171","30","555","10406"
"2013_07","16","","","","204","0","1578","0","","4","","","","","1050","46","","4","","","","136","498","3","99","64","90","","425","36","","","122","41","","","108","","","","","315","","","","","1735","6","304","31","","","","","1000","73","32","45","715","620","160","30","438","10028"
"2013_08","24","","","","139","0","1594","0","","2","","","","","1072","66","","4","","","","176","608","4","117","56","53","","461","39","","","153","38","","","85","","","","","323","","","","","1398","2","188","47","","","","","1067","62","45","37","779","678","144","37","522","10020"
"2013_09","19","","","","171","0","1624","1","","16","","","","","1063","44","","3","","","","176","576","10","126","74","41","","346","39","","","136","50","","","45","","","","","299","","","","","1667","35","199","63","","","","","981","71","58","56","816","602","136","46","464","10053"
"2013_10","28","","","","161","1","2107","10","","2","","","","","1327","22","","7","","","","220","770","11","153","66","94","","494","36","","","213","64","","","64","","","","","464","","","","","1800","18","259","34","","","","","1075","85","74","54","897","766","183","64","707","12330"
"2013_11","18","","","","146","26","1297","3","","1","","","","","1292","29","","7","","","","241","675","3","217","79","60","","501","53","","","265","53","","","38","","","","","473","","","","","1217","64","118","55","","","","","954","67","90","43","774","561","145","27","431","10023"
"2013_12","38","","","","165","74","1238","2","","2","","","","","1439","20","","0","","","","223","699","1","191","63","51","","608","57","","","310","53","","","28","","","","","490","","","","","1048","15","133","31","","","","","983","55","112","71","702","612","148","33","441","10136"
"2014_01","35","","","","176","74","1309","10","","1","","","","","1450","12","","2","","","","247","645","10","204","85","77","","711","52","","","324","67","","","36","","","","","361","","","","","1280","22","420","42","","","","","1182","42","160","138","926","648","175","43","496","11462"
"2014_02","29","","","","186","41","1353","18","","3","","","","","1500","16","","2","","","","369","835","6","205","89","69","","864","29","","","530","63","","","49","","","","","383","","","","","1310","11","188","33","","","","","1351","79","168","92","818","698","154","46","548","12135"
"2014_03","35","","","","195","47","1718","4","","2","","","","","1861","36","","1","","","","402","854","11","153","124","90","","773","46","","","540","48","","","44","","","","","478","","","","","1499","16","366","65","","","","","1297","75","180","75","961","807","162","46","615","13626"
"2014_04","37","","","136","","26","2168","1","","2","","","","","1777","49","","1","","","","395","829","11","114","102","83","","786","56","","","474","91","","","39","","","","","419","","","","","1884","108","522","60","","","","","1107","140","141","90","728","692","146","34","685","13933"
"2014_05","38","","","134","","28","2121","0","","1","","","","","1666","34","","3","","","","397","848","8","80","71","86","","921","83","","","684","97","","","41","","","","","626","","","","","2115","22","655","73","","","","","1131","117","146","55","666","734","151","42","942","14816"
"2014_06","32","","","137","","15","1605","0","","0","","","","","1544","46","","0","","","","343","810","13","86","60","105","","652","35","","","496","45","","","26","","","","","510","","","","","1840","12","479","50","","","","","833","80","105","44","599","631","159","38","752","12182"
"2014_07","27","","","134","","27","1701","4","","0","","","","","1638","55","","0","","","","307","689","7","94","41","62","","466","53","","","365","69","","","58","","","","","426","","","","","1765","2","568","66","","","","","1097","82","65","64","549","638","170","30","719","12038"
"2014_08","30","","","112","","14","1456","5","","1","","","","","1544","50","","4","","","","328","729","13","129","72","65","","435","40","","","341","41","","","79","","","","","338","","","","","1396","0","414","44","","","","","1014","61","104","51","579","641","109","25","686","10950"
"2014_09","26","","","119","","43","1336","24","","7","","","","","1427","42","","6","","","","246","636","10","113","72","57","","363","33","","","379","43","","","45","","","","","417","","","","","1192","190","452","58","","","","","803","67","112","56","587","587","145","17","673","10383"
"2014_10","31","","","101","","27","1873","9","","0","","","","","1934","75","","1","","","","385","896","10","129","76","71","","570","47","","","586","60","","","68","","","","","235","","","","","1793","145","642","43","","","","","1388","65","128","58","681","744","137","60","817","13885"
"2014_11","27","","","81","","20","1051","8","","1","","","","","1661","44","","2","","","","365","673","13","135","87","45","","411","56","","","429","59","","","48","","","","","242","","","","","1082","25","629","22","","","","","1178","48","109","41","512","582","117","44","580","10427"
"2014_12","20","","","46","","4","843","4","","4","447","1062","","","","6","","0","","","","271","","8","66","10","60","","320","27","","","362","47","","","49","","","","","187","","","","","731","17","273","18","","","","","663","48","100","22","318","383","96","31","372","6915"
"2015_01","14","","","73","","4","659","0","","1","380","999","","","","19","","4","","","","198","","9","136","28","32","","373","33","","","305","45","","","28","","","","","172","","","","","756","26","383","18","","","","","604","39","117","25","300","421","85","30","310","6626"
"2015_02","28","","","95","","19","1213","7","","0","706","1968","","","","25","","0","","","","382","","7","153","13","87","","801","60","","","813","72","","","42","","","","","272","","","","","1233","36","428","26","","","","","1362","45","114","48","451","681","134","54","521","11896"
"2015_03","25","","","79","","4","1341","4","","0","684","2229","","","","25","","2","","","","371","","13","144","13","55","","872","70","","","698","52","","","38","","","","","165","","","","","1341","30","543","43","","","","","1509","37","101","51","477","687","128","72","630","12533"
"2015_04","31","","","63","","11","1160","9","","0","578","2161","","","","79","","0","","","","338","","10","89","9","76","","720","111","","","472","59","","","30","","","","","123","","","","","1171","145","435","44","","","","","1091","73","87","50","550","675","154","62","603","11269"
"2015_05","14","","","68","","9","1582","0","","0","604","1869","","","","96","","2","","","","279","","20","54","8","72","","742","77","","","517","64","","","17","","","","","184","","","","","1885","27","542","17","","","","","1102","30","87","52","470","708","131","66","891","12286"
"2015_06","18","","","58","","4","1185","13","","0","887","1807","","","","51","","1","","","","279","","17","75","10","63","","799","61","","","779","69","","","77","","","","","126","","","","","1533","20","542","8","","","","","1120","63","80","42","460","657","143","72","1008","12127"
"2015_07","20","","","59","","5","1201","15","","2","534","1938","","","","41","","0","","","","247","","11","73","12","44","","420","51","","","401","44","","","34","","","","","114","","","","","1275","15","488","10","","","","","951","41","65","39","415","623","137","71","685","10081"
"2015_08","22","","","50","","11","1304","5","","0","765","2019","","","","58","","1","","","","257","","14","55","8","58","","406","52","","","460","56","","","52","","","","","171","","","","","1464","6","654","12","","","","","1224","28","70","40","430","671","113","78","786","11400"
"2015_09","16","","","51","","12","1184","22","","0","616","1620","","","","40","","0","","","","233","","13","53","8","47","","442","51","","","504","73","","","46","","","","","103","","","","","1121","126","486","9","","","","","790","31","50","34","391","607","116","56","677","9628"
"2015_10","20","","","60","","22","1307","15","","0","654","2083","","","","39","","0","","","","257","","16","94","6","46","","511","52","","","484","78","","","37","","","","","162","","","","","1225","38","582","15","","","","","1248","54","50","53","448","739","133","72","720","11320"
"2015_11","18","","","43","","11","1016","17","","1","697","1879","","","","26","","0","","","","274","","16","108","14","73","","516","60","","","667","78","","","38","","","","","136","","","","","979","15","1184","9","","","","","1046","36","53","25","384","576","126","41","598","10760"
"2015_12","23","","","53","","7","858","3","","2","601","1616","","","","28","","0","","","","207","","13","93","3","43","","469","40","","","659","82","","","35","","","","","159","","","","","903","20","328","8","","","","","916","32","44","25","341","513","113","62","598","8897"
"2016_01","22","","","62","","11","718","10","","1","566","1591","","","","24","","1","","","","189","","10","113","7","55","","418","121","","","475","74","","","26","","","","","117","","","","","697","124","364","13","","","","","1542","17","36","51","339","577","116","46","453","8986"
"2016_02","16","","","71","","7","1052","7","","0","829","2299","","","","27","","1","","","","324","","11","103","2","73","","765","131","","","908","84","","","33","","","","","127","","","","","1150","35","666","9","","","","","1643","31","65","34","413","661","133","67","625","12402"
"2016_03","24","","","51","","9","1270","24","","1","711","2136","","","","26","","1","","","","296","","6","105","1","63","","779","133","","","835","84","","","34","","","","","164","","","","","1238","43","867","22","","","","","1992","65","43","48","430","743","139","52","749","13184"
"2016_04","14","","","64","","9","948","9","","0","559","2090","","","","89","","6","","","","346","","2","79","7","76","","763","143","","","634","69","","","25","","","","","165","","","","","1008","83","596","16","","","","","1467","60","32","43","354","693","131","73","633","11286"
"2016_05","22","","","47","","10","1410","9","","0","657","2229","","","","52","","3","","","","294","","5","59","2","60","","578","104","","","673","74","","28","17","","","","","144","","","","","1896","39","650","10","","","","","1430","36","49","28","363","702","188","52","868","12788"
"2016_06","13","","","35","","9","1233","4","","0","698","1950","","","","42","","1","","","","234","","2","54","3","59","","633","56","","","689","57","","47","24","","","","","163","","","","","1511","20","660","16","","","","","1262","37","56","32","259","623","147","28","744","11401"
"2016_07","14","","","52","","8","1036","30","","1","740","1904","","","","28","","0","","","","259","","2","43","1","35","","416","51","","","471","49","","32","40","","","","","171","","","","","1356","4","523","6","","","","","1357","62","80","29","298","621","119","17","732","10587"
"2016_08","13","","","32","","11","1415","5","","0","920","2355","","","","84","","0","","","","345","","4","43","2","60","","681","50","","","611","67","","39","39","","","","","220","","","","","1772","6","881","9","","","","","1834","49","63","40","338","810","141","33","913","13885"
"2016_09","7","","","35","","11","1200","10","","2","775","2115","","","","55","","3","","","","233","","2","39","6","39","","552","49","","","615","61","","48","32","","","","","213","","","","","1427","60","523","7","","","","","1596","67","68","27","351","663","124","31","823","11869"
"2016_10","16","","","28","","9","1415","7","","0","752","2212","","","","52","","0","","","","234","","2","71","2","27","","538","62","","","537","46","","112","25","","","","","178","","","","","1250","22","1146","18","","","","","1670","53","61","25","334","816","150","21","982","12873"
"2016_11","21","","","34","","9","895","3","","1","705","2203","","","","38","","1","","","","243","","2","62","3","24","","550","46","","","822","48","","57","23","","","","","189","","","","","987","35","648","15","","","","","1328","4","55","38","332","617","148","40","702","10928"
"2016_12","16","","","48","","6","957","7","","2","681","2047","","","","47","","0","","","","226","","2","45","7","59","","570","71","","","733","52","","180","30","","","","","169","","","","","959","19","398","15","","","","","1237","30","46","24","343","636","110","20","716","10508"
"2017_01","17","","","52","","8","949","0","","1","874","2283","","","","48","","1","","","","306","","3","67","4","47","","609","92","","","865","56","","54","21","","","","","173","","","","","915","40","715","10","","","","","1668","31","65","58","326","757","131","50","728","12024"
"2017_02","18","","","45","","11","1093","1","","0","917","2035","","","","39","","1","","","","212","","3","68","1","53","","629","77","","","815","44","","72","25","","","","","152","","","","","1087","22","867","14","","","","","1484","20","46","43","279","732","124","63","787","11879"
"2017_03","21","","","69","","4","1475","15","","1","1013","2449","","","","49","","1","","","","266","","2","49","3","51","","771","51","3","","1073","75","","112","30","","","","","114","","","","","1344","41","979","19","","","","","1438","50","57","53","257","833","141","46","1124","14079"
"2017_04","26","","","51","","4","1021","4","","1","834","2301","","","","207","","0","","","","264","","1","38","3","104","","604","95","2","","765","75","","114","19","","","","","186","","","","","1183","129","882","6","","","","","1286","43","48","65","273","818","139","71","928","12590"
"2017_05","20","","","46","","11","1445","6","","0","865","1973","","","","103","","0","","","","250","","1","55","1","79","","645","64","9","","832","83","","140","47","","","","","179","","","","","1889","62","753","6","","","","","1147","30","53","43","284","865","153","52","1128","13319"
"2017_06","19","","","38","","4","1240","6","","0","769","1526","","","","171","","0","","","","214","","5","37","0","98","","572","71","4","","730","61","","113","25","","","","","201","","","","","1604","24","815","13","","","","","942","13","29","60","284","768","124","57","980","11617"
"2017_07","15","","","42","","4","1126","25","","0","859","1781","","","","89","","0","","","","182","","2","43","8","35","","611","45","8","","561","53","","90","22","","","","","166","","","","","1416","14","704","9","","","","","958","31","27","33","249","716","115","53","1010","11102"
"2017_08","10","","","36","","2","1169","8","","0","905","1479","","","","112","","1","","","","145","","4","48","2","46","","503","51","9","","682","46","","73","26","","","","","146","","","","","1300","3","898","5","","","","","829","42","25","32","217","597","117","43","979","10590"
"2017_09","11","","","24","","12","1041","1","","0","793","1363","","","","82","","0","","","","189","","3","41","5","53","","391","44","10","","552","30","","73","26","","","","","166","","","","","1070","34","565","21","","","","","894","3","43","36","240","520","85","45","970","9436"
"2017_10","13","","","29","","5","1323","13","","0","1102","1816","","","","86","","0","","","","170","","2","43","6","90","","614","24","8","","819","51","","78","31","","","","","202","","","","","1237","30","1164","11","","","","","980","25","37","27","235","703","123","57","1211","12365"
"2017_11","17","","","41","","3","951","7","","0","998","2054","","","","64","","1","","","","165","","1","61","3","63","","492","49","13","","926","57","","69","24","","","","","192","","","","","1155","23","790","9","","","","","991","33","49","26","244","658","98","41","1012","11380"
"2017_12","11","","","18","","9","682","6","","0","822","1538","","","","32","","0","","","","98","","2","39","3","37","","467","35","8","","682","43","","63","10","","","","","201","","","","","906","28","410","11","","","","","742","19","52","17","235","476","90","45","865","8702"
"2018_01","10","2","6","","","","822","21","1","","","2388","0","233","","0","0","3","1081","344","","","","4","","","47","1","582","14","0","4","","27","110","","36","0","0","0","0","0","1148","19","0","1124","","","892","5","0","866","0","21","","","","47","223","675","117","33","981","11887"
"2018_02","12","9","4","","","","793","10","0","","","1983","1","227","","0","0","1","770","314","","","","3","","","40","1","526","13","0","10","","28","87","","32","0","0","0","0","0","1061","22","0","995","","","734","5","0","832","0","15","","","","42","188","626","106","29","945","10464"
"2018_03","14","4","2","","","","763","14","0","","","2144","1","265","","0","0","1","909","295","","","","1","","","28","0","598","12","0","13","","20","113","","37","0","0","0","0","1","886","18","2","979","","","893","7","0","913","0","27","","","","45","227","645","116","26","1077","11096"
"2018_04","10","7","17","","","","753","29","0","","","2119","0","310","","0","0","0","784","251","","","","4","","","53","4","497","22","0","44","","16","124","","40","0","0","0","0","3","912","107","0","1085","","","929","21","0","1047","0","29","","","","65","212","584","141","26","1090","11335"
"2018_05","9","2","42","","","","868","7","0","","","2020","0","302","","1","0","0","969","224","","","","4","","","43","3","520","10","0","24","","14","105","","54","0","0","0","0","0","1021","44","1","1699","","","883","13","0","652","0","43","","","","47","174","543","146","26","1097","11610"
"2018_06","10","2","19","","","","765","12","0","","","1777","0","330","","0","0","3","710","216","","","","3","","","49","0","538","18","9","35","","12","130","","77","0","0","0","0","2","981","14","0","1176","","","867","9","0","644","0","14","","","","51","165","573","111","46","938","10306"
"2018_07","5","2","11","","","","764","17","0","","","1934","0","305","","0","0","0","644","224","","","","3","","","33","0","534","15","0","40","","21","96","","72","0","0","0","0","0","785","12","0","1189","","","764","5","0","475","0","31","","","","44","179","571","116","17","931","9839"
"2018_08","4","3","1","","","","725","1","0","","","1585","0","233","","0","0","2","729","196","","","","3","","","28","0","359","8","2","19","","9","102","","45","0","0","0","0","0","910","8","0","1013","","","679","19","0","485","0","7","","","","41","150","511","99","19","968","8963"
"2018_09","4","3","1","","","","725","1","0","","","1585","0","233","","0","0","2","729","196","","","","3","","","28","0","359","8","2","19","","9","102","","45","0","0","0","0","0","910","8","0","1013","","","679","19","0","485","0","7","","","","41","150","511","99","19","968","8963"
"2018_10","5","2","49","","","","683","7","0","","","2008","0","205","","0","0","1","654","200","","","","5","","","24","0","467","10","1","5","","23","93","","31","0","0","0","0","1","1022","41","0","1033","","","821","14","0","520","0","28","","","","32","155","514","133","20","1127","9934"
"2018_11","13","1","34","","","","564","11","0","","","2000","0","204","","1","0","0","815","218","","","","4","","","35","2","529","15","0","4","","28","89","","29","0","0","0","0","2","948","26","6","710","","","837","12","0","432","0","36","","","","25","146","516","103","23","974","9392"
"2018_12","15","1","53","","","","510","4","0","","","1714","0","186","","3","0","2","806","176","","","","4","","","36","2","474","15","0","5","","15","82","","17","0","0","0","0","0","848","24","0","633","","","631","8","0","469","0","26","","","","33","165","448","114","31","740","8290"
"2019_01","12","0","27","","","","686","9","0","","","2446","0","242","","0","0","1","878","300","0","","","5","","","29","2","729","13","2","9","","27","97","","25","0","0","0","0","6","1250","21","0","1043","","","999","6","0","635","0","9","","","","32","178","608","129","36","1098","11589"
"2019_02","12","6","44","","","","537","0","0","","","2370","0","175","","1","0","0","859","262","0","","","1","","","24","2","546","6","0","4","","28","97","","34","0","0","0","0","1","1174","11","0","900","","","714","5","0","537","0","11","","","","35","145","561","118","31","906","10157"
"2019_03","11","9","33","","","","581","5","0","","","2519","0","201","","0","0","1","927","316","1","","","4","","","23","2","568","13","1","10","","27","102","","28","0","0","0","0","2","1067","116","3","881","","","964","10","0","677","0","28","","","","44","161","593","113","16","1063","11120"
"2019_04","6","4","29","","","","670","7","0","","","2364","0","225","","1","0","0","902","271","2","","","2","","","47","0","610","13","0","30","","17","130","","33","0","0","0","0","4","1088","26","0","1002","","","1051","9","0","587","1","20","","","","48","155","595","157","26","1118","11250"
"2019_05","14","2","24","","","","684","16","0","","","2304","0","281","","2","0","2","801","237","0","","","3","","","43","0","590","15","6","27","","21","106","","29","0","0","0","0","4","1060","55","2","1477","","","980","5","0","522","0","40","","","","32","147","651","139","20","1071","11412"
"2019_06","7","4","22","","","","700","4","0","","","2062","0","293","","0","0","0","890","184","5","","","4","","","42","0","531","9","4","31","","29","96","","44","0","0","0","0","2","1185","18","0","1267","","","1014","7","0","349","0","14","","","","27","127","573","142","25","1146","10857"
"2019_07","3","19","16","","","","681","18","0","","","2109","0","297","","2","0","2","748","200","4","","","3","","","29","0","581","7","9","17","","21","76","","74","0","0","0","0","5","1219","8","0","1314","","","850","2","0","242","0","33","","","","28","97","577","134","25","1052","10502"
"2019_08","11","12","7","","","","653","15","0","","","1838","0","265","","1","0","1","588","152","0","","","1","","","39","1","450","7","3","48","","12","58","","34","0","0","0","0","1","853","8","1","1141","","","1106","8","0","313","0","36","","","","25","71","533","105","31","936","9364"
"2019_09","7","5","15","","","","554","1","1","","","1663","0","211","","1","0","0","1534","133","1","","","3","","","27","2","387","9","3","13","","19","68","","27","0","0","0","0","1","939","115","0","874","","","783","4","0","352","0","10","","","","25","80","477","89","18","902","9353"
