"|","Backing Unsafely","Bike Lane","Bus Lane","Brake Lights (Defect.or Improper)","Brake Lights (Defect.or  Improper)","Bus Lane, Driving in","Cell Phone","Commercial Veh on Pkwy","Cruising For Passengers","Defective Brakes","Disobey Steady Red Signal","Disobey Traffic Control Device","Driving Too Slow","Equipment","Disobey Sign","Equipment (Other)","Excessive Noise","Fail to Keep Right","Fail to yield Right of Way to Pedestrian","Failure to Signal","Failure to yield Right of Way to Vehicle","Fail to Signal","Fail to Stop on Signal","Following Too Closely","Headlights (Defect. or Improper)","Improper Lights","Improper Passing","Improper Taxi Pickup","Improper Turn","Improper/Missing Plates","Lamps and Other Equipment on Bicycle","Motorcycle (Other)","Not Giving R of W to Pedes.","Not Giving R of W to Veh.","Obstructed Plate","OBSTRUCTED PLATE","One Way Street","Overheight","Overlength","Overweight","Overwidth","Pavement Markings","Red Light","School Bus","Scooter In NYC","Seat Belt","Safety Belt","School Bus, Passing Stopped","Speeding","Spillback","TBTA Rule","Tints","TLC (Other)","Truck Route","Tinted Windows","Truck Routes","U-Turn","Uninspected","Uninsured","Unlicensed Operator","Unregistered","Unsafe Lane Change","Other Movers","TOTAL Movers"
"2013_12","5","","","","227","9","236","2","","3","","","","","562","91","","3","","","","248","180","1","285","8","9","","15","40","","","24","10","","","7","","","","","227","","","","","246","4","344","8","","","","","186","8","34","41","376","381","71","18","192","4101"
"2014_01","6","","","","257","14","243","3","","0","","","","","598","66","","7","","","","222","166","7","261","8","6","","31","40","","","28","16","","","8","","","","","238","","","","","225","5","534","1","","","","","214","19","29","107","357","413","65","9","201","4404"
"2014_02","7","","","","211","7","374","1","","0","","","","","563","35","","2","","","","340","182","9","208","12","15","","24","38","","","51","11","","","10","","","","","259","","","","","337","2","440","2","","","","","233","9","29","74","349","379","62","11","226","4512"
"2014_03","5","","","","198","21","350","1","","0","","","","","841","47","","4","","","","225","213","5","155","5","16","","28","54","","","59","28","","","7","","","","","307","","","","","346","7","519","2","","","","","225","12","24","93","356","414","94","22","259","4942"
"2014_04","6","","","157","","8","303","4","","5","","","","","883","34","","2","","","","157","151","14","124","7","22","","70","54","","","53","21","","","9","","","","","378","","","","","418","40","437","7","","","","","153","18","27","49","276","418","67","8","300","4680"
"2014_05","3","","","128","","6","513","3","","0","","","","","816","29","","1","","","","197","234","15","124","14","13","","91","35","","","97","22","","","8","","","","","376","","","","","623","20","732","15","","","","","121","3","27","42","266","405","62","14","469","5524"
"2014_06","6","","","126","","20","401","3","","0","","","","","763","40","","0","","","","211","170","16","127","15","21","","56","49","","","54","19","","","12","","","","","303","","","","","598","8","616","1","","","","","151","4","18","39","259","394","54","15","369","4938"
"2014_07","2","","","136","","3","391","5","","0","","","","","744","36","","4","","","","187","164","10","107","10","10","","34","39","","","20","21","","","7","","","","","232","","","","","552","2","587","2","","","","","188","12","17","31","274","364","58","8","496","4753"
"2014_08","2","","","113","","1","263","5","","2","","","","","543","36","","1","","","","138","143","8","96","11","9","","19","29","","","26","7","","","7","","","","","202","","","","","387","0","504","1","","","","","248","7","18","23","221","286","67","11","320","3754"
"2014_09","1","","","123","","7","250","4","","0","","","","","678","33","","0","","","","146","162","13","95","10","26","","35","55","","","36","12","","","2","","","","","256","","","","","307","39","387","0","","","","","211","5","13","19","239","307","54","11","358","3894"
"2014_10","6","","","113","","16","344","8","","0","","","","","851","39","","2","","","","281","201","16","142","10","26","","28","59","","","70","25","","","4","","","","","277","","","","","346","44","375","2","","","","","321","4","18","37","302","385","66","19","372","4809"
"2014_11","5","","","94","","13","227","8","","1","","","","","790","37","","4","","","","317","220","10","152","10","15","","23","45","","","39","22","","","7","","","","","263","","","","","297","33","560","1","","","","","441","1","22","20","305","395","79","16","306","4778"
"2014_12","2","","","79","","0","66","1","","1","96","161","","","","8","","1","","","","94","","4","48","0","1","","9","12","","","20","3","","","4","","","","","79","","","","","65","12","214","1","","","","","98","1","9","7","103","161","22","11","68","1461"
"2015_01","4","","","56","","2","102","2","","0","99","349","","","","13","","0","","","","206","","5","117","3","4","","15","22","","","26","13","","","3","","","","","117","","","","","157","3","296","2","","","","","227","1","15","19","138","228","36","14","108","2402"
"2015_02","3","","","71","","2","189","1","","2","213","625","","","","17","","1","","","","290","","10","124","1","12","","24","49","","","61","20","","","8","","","","","99","","","","","274","10","442","3","","","","","437","5","21","26","205","327","64","17","224","3877"
"2015_03","4","","","87","","4","230","1","","1","191","573","","","","28","","18","","","","257","","10","87","3","10","","49","40","","","53","22","","","8","","","","","157","","","","","444","11","451","3","","","","","631","1","25","36","205","387","76","11","237","4351"
"2015_04","3","","","85","","4","300","1","","8","181","641","","","","26","","0","","","","333","","9","58","7","17","","61","39","","","64","14","","","4","","","","","138","","","","","276","32","587","1","","","","","484","9","19","24","191","362","53","7","277","4315"
"2015_05","2","","","70","","1","392","7","","2","169","868","","","","32","","1","","","","364","","10","66","1","16","","41","47","","","77","20","","","7","","","","","56","","","","","585","12","496","2","","","","","598","17","15","26","219","503","66","26","381","5195"
"2015_06","3","","","66","","13","267","2","","1","164","692","","","","16","","0","","","","250","","6","59","9","18","","35","35","","","143","18","","","6","","","","","58","","","","","352","9","541","3","","","","","458","14","20","17","219","408","43","16","285","4246"
"2015_07","5","","","86","","2","291","6","","2","172","623","","","","15","","0","","","","328","","9","58","7","15","","36","23","","","65","22","","","4","","","","","66","","","","","395","1","759","1","","","","","306","7","20","18","186","352","56","25","249","4210"
"2015_08","4","","","50","","1","337","1","","1","250","749","","","","17","","0","","","","363","","11","48","10","12","","18","43","","","47","25","","","5","","","","","74","","","","","416","1","747","1","","","","","258","7","14","22","182","377","44","22","284","4441"
"2015_09","4","","","47","","8","224","10","","0","208","650","","","","11","","0","","","","310","","9","44","1","21","","43","33","","","39","32","","","7","","","","","71","","","","","479","40","548","1","","","","","162","12","32","20","163","353","36","26","259","3903"
"2015_10","4","","","57","","6","340","13","","0","281","1168","","","","17","","1","","","","561","","18","56","3","42","","123","20","","","141","54","","","10","","","","","152","","","","","480","21","903","1","","","","","268","14","30","18","220","431","39","30","337","5859"
"2015_11","4","","","51","","2","217","10","","0","207","709","","","","21","","0","","","","284","","14","52","3","15","","36","20","","","71","29","","","4","","","","","144","","","","","300","13","900","1","","","","","244","5","28","10","200","360","56","18","235","4263"
"2015_12","2","","","51","","4","254","4","","0","194","676","","","","19","","3","","","","338","","9","103","6","10","","32","20","","","62","28","","","3","","","","","97","","","","","290","13","563","0","","","","","187","3","23","25","207","346","52","26","208","3858"
"2016_01","4","","","83","","3","251","3","","0","230","638","","","","26","","1","","","","381","","14","87","5","16","","27","43","","","79","44","","","11","","","","","102","","","","","333","31","521","0","","","","","427","2","33","28","212","371","49","16","269","4340"
"2016_02","7","","","77","","3","327","8","","2","185","832","","","","26","","0","","","","444","","10","77","1","16","","44","65","","","102","41","","","10","","","","","82","","","","","342","10","485","0","","","","","417","2","38","18","228","444","64","20","312","4739"
"2016_03","6","","","68","","3","304","9","","2","196","812","","","","42","","1","","","","314","","24","58","1","14","","68","65","","","132","46","","","13","","","","","110","","","","","449","26","461","0","","","","","332","3","34","35","229","445","72","26","280","4680"
"2016_04","5","","","85","","1","258","4","","0","200","930","","","","31","","1","","","","381","","29","70","1","22","","55","60","","","97","45","","","10","","","","","87","","","","","408","36","476","0","","","","","304","4","22","37","230","433","78","31","389","4820"
"2016_05","6","","","61","","1","322","8","","0","285","1145","","","","33","","18","","","","509","","21","45","3","17","","89","67","","","52","27","","15","18","","","","","130","","","","","704","27","587","1","","","","","325","1","32","37","216","517","90","30","420","5859"
"2016_06","4","","","59","","1","315","6","","0","220","1034","","","","29","","2","","","","365","","12","65","7","20","","37","43","","","131","33","","40","13","","","","","95","","","","","547","6","401","0","","","","","270","8","21","29","206","447","79","21","427","4993"
"2016_07","8","","","43","","2","228","1","","2","174","922","","","","29","","8","","","","444","","18","49","2","26","","13","46","","","83","38","","18","6","","","","","112","","","","","709","5","649","1","","","","","272","1","19","30","219","452","72","22","316","5039"
"2016_08","5","","","52","","1","286","3","","3","174","1030","","","","35","","1","","","","413","","13","58","0","14","","17","24","","","76","38","","15","8","","","","","58","","","","","501","3","669","7","","","","","272","2","19","21","198","429","55","20","380","4900"
"2016_09","4","","","43","","2","259","0","","1","261","960","","","","36","","7","","","","366","","11","79","2","21","","42","48","","","103","28","","12","7","","","","","94","","","","","437","17","618","6","","","","","260","0","25","19","195","420","46","27","429","4885"
"2016_10","8","","","37","","4","311","7","","0","303","1178","","","","19","","3","","","","509","","13","79","1","21","","64","30","","","137","45","","16","9","","","","","63","","","","","495","27","738","3","","","","","354","2","34","24","221","492","49","24","499","5819"
"2016_11","8","","","43","","0","223","5","","1","275","1265","","","","14","","0","","","","480","","26","59","1","20","","53","23","","","101","50","","9","7","","","","","71","","","","","401","18","673","12","","","","","295","0","14","22","247","403","50","24","419","5312"
"2016_12","10","","","47","","1","207","0","","0","250","834","","","","34","","1","","","","339","","17","64","1","17","","50","69","","","86","37","","56","8","","","","","122","","","","","270","8","591","1","","","","","281","0","11","26","232","400","59","14","312","4455"
"2017_01","4","","","41","","2","212","1","","0","260","762","","","","21","","1","","","","341","","7","73","0","16","","47","31","","","135","20","","33","4","","","","","130","","","","","254","10","680","0","","","","","323","1","19","46","223","393","48","25","361","4524"
"2017_02","10","","","36","","3","246","2","","3","203","857","","","","15","","1","","","","330","","15","54","1","16","","34","25","","","65","41","","29","7","","","","","103","","","","","352","14","664","0","","","","","278","0","12","42","203","345","53","36","445","4540"
"2017_03","7","","","53","","1","344","3","","0","277","968","","","","21","","2","","","","400","","12","73","3","14","","59","35","0","","142","39","","26","8","","","","","162","","","","","387","54","895","1","","","","","335","0","13","27","218","426","55","31","428","5519"
"2017_04","7","","","57","","0","267","0","","1","255","956","","","","14","","1","","","","292","","11","38","1","19","","67","47","0","","160","25","","28","6","","","","","101","","","","","423","40","678","0","","","","","296","0","16","32","201","430","53","22","426","4970"
"2017_05","7","","","57","","0","267","0","","1","255","956","","","","14","","1","","","","292","","11","38","1","19","","67","47","0","","160","25","","28","6","","","","","101","","","","","423","40","678","0","","","","","296","0","16","32","201","430","53","22","426","4970"
"2017_06","7","","","33","","1","416","0","","1","290","904","","","","20","","2","","","","336","","10","30","3","9","","53","59","0","","173","23","","22","6","","","","","114","","","","","643","15","431","2","","","","","208","1","19","29","181","381","59","33","567","5081"
"2017_07","3","","","54","","1","221","0","","0","254","912","","","","25","","0","","","","308","","10","37","1","24","","64","51","1","","97","17","","6","12","","","","","6","","","","","647","2","477","0","","","","","219","1","7","12","143","336","34","48","522","4552"
"2017_08","3","","","42","","2","295","0","","0","228","891","","","","12","","3","","","","285","","5","50","0","14","","57","56","0","","95","11","","5","9","","","","","4","","","","","570","3","690","0","","","","","207","1","14","23","125","375","39","37","634","4785"
"2017_09","1","","","32","","6","257","0","","0","243","696","","","","6","","3","","","","210","","7","23","1","14","","23","49","0","","76","17","","6","11","","","","","96","","","","","432","42","630","0","","","","","208","0","12","18","150","371","45","34","488","4207"
"2017_10","2","","","35","","2","292","0","","1","333","845","","","","8","","1","","","","277","","8","40","2","20","","67","47","0","","129","21","","4","10","","","","","142","","","","","542","62","950","1","","","","","225","0","11","23","148","398","63","30","654","5393"
"2017_11","3","","","28","","3","208","0","","0","293","813","","","","2","","0","","","","252","","6","53","1","17","","64","27","0","","121","31","","15","13","","","","","152","","","","","444","18","704","0","","","","","266","0","10","17","133","390","46","27","603","4760"
"2017_12","7","","","44","","0","197","1","","0","287","796","","","","12","","0","","","","249","","3","42","1","13","","52","23","0","","86","22","","16","10","","","","","157","","","","","350","27","386","0","","","","","216","1","14","22","150","295","37","74","499","4089"
"2018_01","2","0","1","","","","178","0","0","","","1074","0","130","","1","0","0","92","295","","","","4","","","8","0","77","8","0","0","","11","64","","16","0","0","0","0","0","303","29","0","392","","","706","1","0","311","0","0","","","","43","154","388","52","71","465","4876"
"2018_02","5","0","2","","","","228","0","0","","","1081","2","127","","0","0","2","107","318","","","","5","","","20","0","84","10","0","0","","15","66","","19","0","0","0","0","1","300","28","0","414","","","676","0","0","317","0","0","","","","29","168","346","48","47","558","5023"
"2018_03","4","0","1","","","","248","0","0","","","1024","0","116","","0","0","0","175","264","","","","6","","","14","0","91","6","0","0","","16","62","","19","0","0","0","0","0","321","28","0","457","","","840","0","0","276","0","0","","","","29","141","375","55","38","551","5157"
"2018_04","4","0","1","","","","237","0","0","","","926","0","121","","0","0","0","149","248","","","","3","","","14","0","81","7","1","1","","15","66","","20","0","0","0","0","3","287","46","0","464","","","775","0","0","257","0","0","","","","35","111","381","62","29","552","4896"
"2018_05","6","0","16","","","","316","0","0","","","1061","0","97","","1","0","0","156","241","","","","5","","","9","0","104","9","0","4","","19","62","","19","0","0","0","0","0","317","62","0","793","","","752","5","0","222","0","0","","","","36","106","458","78","37","622","5613"
"2018_06","3","2","15","","","","258","0","0","","","990","0","109","","0","0","1","129","227","","","","2","","","8","0","86","6","1","2","","9","78","","19","0","0","0","0","0","278","27","0","612","","","629","4","0","280","0","0","","","","36","129","385","66","42","556","4989"
"2018_07","5","1","20","","","","209","0","0","","","872","0","95","","0","0","1","121","181","","","","2","","","10","0","113","5","0","1","","9","51","","17","0","0","0","0","0","247","4","0","588","","","539","0","0","196","0","1","","","","21","105","338","67","21","550","4390"
"2018_08","0","0","14","","","","191","0","0","","","740","0","69","","1","0","1","71","170","","","","2","","","7","0","75","8","0","3","","12","41","","14","0","0","0","0","0","305","14","0","414","","","533","2","0","175","0","0","","","","15","79","325","50","15","443","3789"
"2018_09","0","0","14","","","","191","0","0","","","740","0","69","","1","0","1","71","170","","","","2","","","7","0","75","8","0","3","","12","41","","14","0","0","0","0","0","305","14","0","414","","","533","2","0","175","0","0","","","","15","79","325","50","15","443","3789"
"2018_10","4","0","34","","","","185","0","0","","","875","0","92","","0","0","0","95","186","","","","4","","","10","0","98","4","0","2","","15","43","","18","0","0","0","0","0","336","43","0","495","","","472","0","0","187","0","0","","","","18","81","325","51","24","542","4239"
"2018_11","2","0","19","","","","141","0","0","","","778","1","61","","0","0","0","97","139","","","","3","","","11","0","112","1","0","1","","9","52","","11","0","0","0","0","0","262","22","0","304","","","648","4","0","218","0","0","","","","9","58","285","30","26","398","3702"
"2018_12","1","1","14","","","","137","0","0","","","747","0","70","","1","0","0","56","150","","","","4","","","8","0","108","5","0","0","","13","61","","10","0","0","0","0","0","191","23","0","305","","","524","1","0","170","0","0","","","","14","84","310","40","19","400","3467"
"2019_01","3","0","6","","","","152","0","0","","","881","1","82","","1","0","0","99","175","0","","","4","","","6","0","114","3","0","2","","13","63","","7","0","0","0","0","0","303","26","0","351","","","741","1","0","295","0","0","","","","20","78","329","52","15","475","4298"
"2019_02","3","0","39","","","","189","0","0","","","790","3","86","","1","0","0","113","143","0","","","4","","","7","0","101","3","0","1","","9","51","","4","0","0","0","0","0","275","37","0","383","","","550","3","0","331","0","0","","","","11","90","339","50","18","474","4108"
"2019_03","5","0","41","","","","196","2","0","","","955","0","103","","0","0","1","136","181","0","","","4","","","7","1","93","3","0","1","","11","60","","9","0","0","0","0","1","287","27","0","426","","","696","1","0","285","0","0","","","","19","103","368","54","31","551","4658"
"2019_04","3","1","6","","","","191","0","0","","","886","1","77","","3","0","0","135","140","0","","","5","","","6","0","93","6","0","0","","9","64","","12","0","0","0","0","2","260","22","0","381","","","691","0","0","194","0","0","","","","16","76","334","51","24","455","4144"
"2019_05","2","0","35","","","","201","0","0","","","955","0","95","","0","0","1","128","163","0","","","9","","","9","0","128","7","0","2","","11","63","","16","0","0","0","0","0","322","37","0","632","","","590","4","0","259","0","1","","","","15","89","411","71","31","534","4821"
"2019_06","2","0","6","","","","229","0","0","","","967","0","103","","0","0","1","117","202","0","","","8","","","12","0","130","2","2","3","","13","89","","15","0","0","0","0","0","287","19","0","696","","","955","0","0","307","0","0","","","","30","106","413","86","28","607","5435"
"2019_07","2","5","4","","","","196","0","0","","","846","0","119","","0","0","0","113","116","0","","","3","","","5","0","145","9","0","2","","10","78","","22","0","0","0","0","0","281","15","0","473","","","668","2","0","285","0","0","","","","19","87","344","68","20","634","4571"
"2019_08","2","7","5","","","","148","0","0","","","553","0","96","","0","0","0","79","124","0","","","5","","","6","0","112","4","0","3","","9","77","","8","0","0","0","0","1","213","4","0","472","","","799","3","0","178","0","0","","","","25","57","303","58","22","481","3854"
"2019_09","1","0","1","","","","181","0","0","","","643","0","97","","0","0","0","103","118","0","","","6","","","2","0","146","7","1","1","","12","68","","9","0","0","0","0","0","228","16","0","444","","","678","3","0","218","0","0","","","","17","77","281","60","19","454","3891"
