"|","Backing Unsafely","Bike Lane","Bus Lane","Brake Lights (Defect.or Improper)","Brake Lights (Defect.or  Improper)","Bus Lane, Driving in","Cell Phone","Commercial Veh on Pkwy","Cruising For Passengers","Defective Brakes","Disobey Steady Red Signal","Disobey Traffic Control Device","Driving Too Slow","Equipment","Disobey Sign","Equipment (Other)","Excessive Noise","Fail to Keep Right","Fail to yield Right of Way to Pedestrian","Failure to Signal","Failure to yield Right of Way to Vehicle","Fail to Signal","Fail to Stop on Signal","Following Too Closely","Headlights (Defect. or Improper)","Improper Lights","Improper Passing","Improper Taxi Pickup","Improper Turn","Improper/Missing Plates","Lamps and Other Equipment on Bicycle","Motorcycle (Other)","Not Giving R of W to Pedes.","Not Giving R of W to Veh.","Obstructed Plate","OBSTRUCTED PLATE","One Way Street","Overheight","Overlength","Overweight","Overwidth","Pavement Markings","Red Light","School Bus","Scooter In NYC","Seat Belt","Safety Belt","School Bus, Passing Stopped","Speeding","Spillback","TBTA Rule","Tints","TLC (Other)","Truck Route","Tinted Windows","Truck Routes","U-Turn","Uninspected","Uninsured","Unlicensed Operator","Unregistered","Unsafe Lane Change","Other Movers","TOTAL Movers"
"2012_06","16","","","","362","0","1107","0","","2","","","","","1180","15","","1","","","","76","295","6","102","106","28","","820","21","","","96","30","","","17","","","","","145","","","","","1684","12","97","3","","","","","1605","77","26","86","679","783","81","13","375","9946"
"2012_07","12","","","","315","0","841","0","","4","","","","","852","15","","1","","","","45","199","4","96","102","34","","451","16","","","50","15","","","6","","","","","247","","","","","1237","4","118","2","","","","","1479","84","18","46","619","634","88","21","286","7941"
"2012_08","6","","","","329","0","924","0","","1","","","","","791","12","","2","","","","25","155","7","127","93","16","","402","9","","","14","7","","","9","","","","","189","","","","","1055","2","51","2","","","","","1261","5","6","53","559","553","71","15","285","7036"
"2012_09","6","","","","280","0","789","0","","1","","","","","766","12","","1","","","","51","173","4","123","94","38","","445","14","","","23","34","","","11","","","","","198","","","","","1146","1","82","0","","","","","1066","6","8","58","618","600","79","15","194","6936"
"2012_10","11","","","","261","0","811","0","","5","","","","","1019","9","","1","","","","41","205","2","149","87","20","","553","9","","","136","32","","","7","","","","","152","","","","","992","9","81","3","","","","","1100","13","6","41","593","596","76","14","289","7323"
"2012_11","6","","","","174","0","398","0","","0","","","","","584","1","","1","","","","27","128","3","133","71","7","","386","4","","","16","11","","","7","","","","","130","","","","","651","4","56","3","","","","","918","10","7","57","461","377","67","9","149","4856"
"2012_12","8","","","","319","1","628","2","","0","","","","","814","19","","1","","","","50","244","2","209","114","17","","489","28","","","82","19","","","8","","","","","165","","","","","742","6","34","6","","","","","1048","18","23","101","636","529","103","20","231","6716"
"2013_01","4","","","","335","0","880","0","","1","","","","","934","14","","3","","","","62","324","5","235","97","33","","676","10","","","97","45","","","7","","","","","255","","","","","1173","6","145","7","","","","","1556","8","26","152","670","658","98","18","301","8835"
"2013_02","8","","","","333","0","883","0","","2","","","","","961","27","","1","","","","35","315","2","196","94","25","","710","15","","","125","22","","","5","","","","","232","","","","","946","8","166","12","","","","","1783","7","42","106","602","629","98","18","325","8733"
"2013_03","13","","","","286","0","971","0","","8","","","","","899","107","","3","","","","34","249","8","139","81","34","","573","16","","","58","20","","","15","","","","","164","","","","","1143","10","105","11","","","","","1862","51","28","75","661","592","84","13","287","8600"
"2013_04","12","","","","308","0","911","0","","0","","","","","1123","123","","0","","","","30","301","5","109","75","18","","851","28","","","113","25","","","24","","","","","194","","","","","1195","3","116","4","","","","","1776","64","19","78","592","659","84","10","302","9152"
"2013_05","14","","","","265","0","884","1","","0","","","","","1296","136","","0","","","","91","311","3","118","66","50","","689","20","","","51","15","","","17","","","","","180","","","","","1659","5","105","10","","","","","1130","67","68","69","729","664","90","6","312","9121"
"2013_06","14","","","","308","0","855","0","","0","","","","","986","172","","1","","","","44","211","5","114","42","31","","634","11","","","87","31","","","6","","","","","196","","","","","1446","4","228","8","","","","","805","67","49","90","629","632","86","11","322","8125"
"2013_07","9","","","","397","0","830","0","","0","","","","","1091","235","","1","","","","90","206","2","104","38","37","","523","14","","","51","21","","","4","","","","","202","","","","","1385","3","125","2","","","","","1089","78","43","62","676","653","82","10","362","8425"
"2013_08","8","","","","312","0","865","0","","0","","","","","862","255","","1","","","","77","196","1","152","24","19","","393","24","","","50","13","","","13","","","","","150","","","","","1140","3","68","4","","","","","954","42","54","51","664","631","81","9","381","7497"
"2013_09","9","","","","293","0","722","3","","0","","","","","1044","206","","1","","","","37","239","1","163","32","22","","652","17","","","38","22","","","5","","","","","151","","","","","1286","4","114","3","","","","","926","63","59","59","631","673","78","11","363","7927"
"2013_10","14","","","","325","0","671","0","","1","","","","","1086","214","","1","","","","43","276","6","207","18","31","","573","31","","","118","25","","","6","","","","","162","","","","","946","3","250","1","","","","","1087","71","48","69","681","702","77","14","355","8112"
"2013_11","6","","","","353","0","459","5","","4","","","","","822","30","","2","","","","59","240","5","242","36","26","","481","18","","","199","6","","","9","","","","","162","","","","","621","16","38","7","","","","","953","33","46","48","650","517","84","14","258","6449"
"2013_12","9","","","","340","0","455","0","","2","","","","","1076","34","","2","","","","60","281","4","225","32","28","","647","25","","","149","20","","","5","","","","","159","","","","","848","7","110","6","","","","","779","9","47","51","650","539","108","9","245","6961"
"2014_01","15","","","","329","0","650","0","","17","","","","","1207","69","","0","","","","94","301","4","297","41","23","","625","17","","","170","35","","","9","","","","","222","","","","","902","11","161","13","","","","","1011","19","132","128","768","677","111","25","336","8419"
"2014_02","13","","","","430","0","773","0","","1","","","","","967","64","","0","","","","81","308","2","337","48","27","","726","15","","","210","18","","","4","","","","","184","","","","","946","10","247","15","","","","","1126","9","97","74","809","705","87","13","394","8740"
"2014_03","15","","","","415","0","807","0","","0","","","","","1215","29","","0","","","","87","325","1","258","43","23","","770","38","","","128","25","","","6","","","","","170","","","","","1126","7","229","13","","","","","1138","14","104","96","856","770","137","20","440","9305"
"2014_04","17","","","333","","0","911","0","","0","","","","","1209","59","","0","","","","75","276","2","234","34","29","","877","19","","","225","42","","","14","","","","","166","","","","","1191","57","261","12","","","","","987","36","96","75","738","715","101","7","501","9299"
"2014_05","16","","","316","","0","848","4","","0","","","","","1371","24","","1","","","","88","284","7","203","74","24","","870","33","","","305","29","","","8","","","","","199","","","","","1526","10","493","22","","","","","902","123","72","77","769","795","110","10","572","10185"
"2014_06","13","","","302","","0","823","0","","0","","","","","1432","18","","4","","","","137","248","2","156","36","21","","799","23","","","167","23","","","12","","","","","220","","","","","1377","7","386","12","","","","","627","17","83","48","551","616","88","16","377","8641"
"2014_07","9","","","327","","0","822","0","","3","","","","","1372","34","","0","","","","67","283","5","220","51","31","","678","21","","","238","22","","","15","","","","","153","","","","","1410","2","213","5","","","","","573","38","87","48","520","613","82","8","448","8398"
"2014_08","11","","","463","","0","751","0","","0","","","","","1301","51","","3","","","","86","451","2","280","32","30","","537","13","","","116","15","","","98","","","","","226","","","","","1142","0","231","14","","","","","686","37","94","49","614","633","103","9","686","8764"
"2014_09","12","","","285","","0","644","0","","10","","","","","1377","57","","2","","","","76","266","2","251","44","42","","673","22","","","175","18","","","10","","","","","168","","","","","1168","87","334","15","","","","","635","121","106","50","600","675","124","12","533","8594"
"2014_10","18","","","316","","0","742","0","","7","","","","","1592","36","","5","","","","101","351","5","217","48","45","","791","20","","","232","40","","","6","","","","","128","","","","","802","73","399","10","","","","","930","33","113","107","666","723","112","15","503","9186"
"2014_11","17","","","247","","0","550","3","","1","","","","","1247","38","","2","","","","114","313","3","223","27","39","","580","15","","","396","25","","","8","","","","","87","","","","","573","8","653","11","","","","","1210","45","115","50","511","605","67","10","413","8206"
"2014_12","8","","","126","","0","205","0","","1","172","750","","","","20","","0","","","","52","","3","117","10","12","","421","4","","","104","9","","","6","","","","","57","","","","","311","5","129","16","","","","","573","16","65","19","245","322","43","6","201","4028"
"2015_01","10","","","160","","0","360","1","","3","195","905","","","","30","","0","","","","83","","0","182","38","12","","645","13","","","125","26","","","6","","","","","109","","","","","448","7","203","9","","","","","615","23","50","42","323","406","52","12","220","5313"
"2015_02","12","","","168","","0","465","0","","0","243","1116","","","","17","","0","","","","94","","1","137","47","21","","701","9","","","235","42","","","3","","","","","91","","","","","655","5","204","15","","","","","1013","20","56","31","335","522","64","9","358","6689"
"2015_03","6","","","167","","0","545","0","","0","349","1287","","","","10","","1","","","","104","","4","93","20","20","","773","2","","","213","28","","","2","","","","","104","","","","","718","14","331","9","","","","","877","41","56","29","338","567","61","4","419","7192"
"2015_04","6","","","161","","0","588","0","","0","231","1282","","","","12","","0","","","","102","","1","68","22","27","","1024","12","","","257","28","","","4","","","","","96","","","","","837","32","397","2","","","","","731","59","54","27","315","539","69","9","507","7499"
"2015_05","4","","","134","","0","669","1","","0","290","1354","","","","13","","3","","","","77","","1","57","19","26","","857","11","","","191","21","","","5","","","","","64","","","","","1014","12","459","9","","","","","664","55","44","24","316","585","73","8","563","7623"
"2015_06","6","","","94","","0","501","0","","0","452","1551","","","","14","","2","","","","103","","3","35","9","26","","857","5","","","287","19","","","49","","","","","106","","","","","919","4","548","8","","","","","597","65","39","14","316","577","72","12","549","7839"
"2015_07","9","","","106","","0","563","0","","0","220","1240","","","","10","","1","","","","56","","1","31","10","28","","672","10","","","126","26","","","10","","","","","69","","","","","1152","7","305","3","","","","","639","58","35","35","305","530","70","6","503","6836"
"2015_08","8","","","83","","0","570","1","","2","427","1352","","","","8","","0","","","","91","","3","58","16","32","","678","10","","","198","24","","","19","","","","","74","","","","","1031","2","408","7","","","","","612","34","43","34","309","578","64","6","522","7304"
"2015_09","3","","","73","","0","452","1","","0","328","1275","","","","16","","3","","","","107","","2","47","26","36","","738","7","","","118","13","","","7","","","","","78","","","","","774","36","422","5","","","","","517","53","35","26","367","528","68","3","388","6552"
"2015_10","9","","","89","","1","485","1","","0","319","1449","","","","13","","0","","","","118","","0","62","15","45","","742","6","","","173","32","","","7","","","","","78","","","","","684","5","337","6","","","","","678","131","59","29","361","550","67","10","416","6977"
"2015_11","15","","","85","","0","508","1","","0","377","1172","","","","5","","1","","","","57","","1","55","26","21","","705","3","","","421","29","","","6","","","","","87","","","","","478","5","1075","7","","","","","603","42","39","36","365","588","61","11","421","7306"
"2015_12","3","","","97","","0","382","0","","0","312","1121","","","","4","","1","","","","77","","0","60","37","29","","713","4","","","212","24","","","9","","","","","65","","","","","439","9","347","6","","","","","681","38","49","26","345","552","63","5","341","6051"
"2016_01","9","","","93","","0","394","0","","0","362","1309","","","","21","","3","","","","99","","2","62","39","26","","877","30","","","284","28","","","8","","","","","104","","","","","520","30","482","4","","","","","991","32","52","48","330","601","55","11","344","7250"
"2016_02","12","","","69","","0","456","1","","0","431","1500","","","","11","","1","","","","121","","3","52","55","29","","916","45","","","267","23","","","1","","","","","93","","","","","493","10","423","5","","","","","974","21","51","41","304","631","90","14","397","7540"
"2016_03","6","","","74","","0","521","0","","1","412","1449","","","","5","","0","","","","92","","4","44","48","46","","946","41","","","241","24","","","4","","","","","123","","","","","642","11","431","2","","","","","901","16","51","36","348","642","92","8","469","7730"
"2016_04","9","","","76","","0","512","2","","0","429","1454","","","","59","","2","","","","99","","2","26","65","30","","889","29","","","168","32","","","8","","","","","100","","","","","640","30","390","8","","","","","718","15","42","26","335","618","86","15","534","7448"
"2016_05","6","","","78","","0","525","2","","1","324","1553","","","","12","","2","","","","98","","2","30","46","17","","888","34","","","222","30","","15","6","","","","","56","","","","","844","8","410","8","","","","","662","12","41","38","314","617","83","12","585","7581"
"2016_06","14","","","70","","0","498","1","","1","380","1355","","","","19","","0","","","","89","","0","33","40","47","","773","18","","","197","13","","17","10","","","","","78","","","","","715","5","445","4","","","","","511","25","24","30","293","562","70","9","502","6848"
"2016_07","5","","","67","","0","431","2","","0","309","1298","","","","8","","3","","","","60","","2","24","52","21","","795","8","","","134","23","","20","6","","","","","46","","","","","881","3","366","2","","","","","429","12","19","24","250","577","78","7","443","6405"
"2016_08","6","","","87","","0","484","0","","0","333","1343","","","","16","","0","","","","67","","3","37","44","39","","705","9","","","185","18","","23","4","","","","","92","","","","","963","3","449","5","","","","","447","70","24","51","295","656","83","11","516","7068"
"2016_09","6","","","65","","0","405","7","","3","358","1412","","","","13","","0","","","","105","","3","35","49","24","","796","20","","","176","22","","16","3","","","","","64","","","","","571","29","443","0","","","","","411","55","28","29","286","577","76","9","397","6493"
"2016_10","6","","","86","","0","445","5","","2","305","1541","","","","16","","0","","","","109","","0","44","54","40","","713","16","","","115","16","","14","4","","","","","72","","","","","474","4","695","0","","","","","466","48","25","21","327","611","65","6","453","6798"
"2016_11","5","","","57","","1","325","9","","4","305","1349","","","","14","","0","","","","104","","0","43","73","19","","671","12","","","209","26","","15","1","","","","","54","","","","","358","5","666","3","","","","","366","19","23","24","364","498","72","8","333","6035"
"2016_12","7","","","59","","0","355","4","","1","323","1560","","","","11","","1","","","","94","","1","39","63","31","","696","28","","","226","27","","81","3","","","","","60","","","","","379","9","402","2","","","","","424","20","24","20","287","569","82","3","408","6299"
"2017_01","16","","","51","","0","324","4","","0","425","1739","","","","6","","3","","","","110","","3","43","74","23","","899","34","","","327","23","","37","4","","","","","103","","","","","393","7","645","2","","","","","525","14","31","76","296","672","96","14","481","7500"
"2017_02","4","","","50","","0","434","0","","0","416","1706","","","","7","","3","","","","70","","0","33","68","30","","1061","22","","","307","27","","25","2","","","","","95","","","","","572","11","569","6","","","","","546","21","17","36","301","582","93","7","512","7633"
"2017_03","6","","","46","","0","494","4","","0","502","1542","","","","33","","1","","","","82","","4","25","45","30","","932","19","0","","282","19","","31","3","","","","","78","","","","","432","6","756","5","","","","","524","49","13","32","260","550","75","10","563","7453"
"2017_04","5","","","49","","0","449","1","","0","403","1528","","","","33","","0","","","","68","","0","20","45","22","","876","42","0","","244","17","","58","4","","","","","100","","","","","515","35","580","0","","","","","568","45","16","39","229","558","86","13","594","7242"
"2017_05","9","","","35","","0","573","1","","1","418","1615","","","","30","","1","","","","74","","6","26","43","27","","950","33","0","","287","17","","40","9","","","","","118","","","","","823","12","444","6","","","","","545","31","27","39","260","604","122","11","741","7978"
"2017_06","3","","","20","","0","487","0","","1","432","1381","","","","33","","2","","","","50","","2","29","33","29","","762","21","0","","250","15","","45","3","","","","","88","","","","","693","12","512","2","","","","","461","53","30","48","250","527","105","8","645","7032"
"2017_07","4","","","44","","0","544","12","","1","402","1541","","","","37","","0","","","","58","","2","19","49","20","","838","10","0","","235","15","","64","3","","","","","71","","","","","683","3","647","2","","","","","386","22","24","29","210","563","105","6","633","7282"
"2017_08","6","","","42","","0","464","4","","2","295","1323","","","","14","","0","","","","57","","1","18","58","16","","547","18","0","","170","13","","29","10","","","","","69","","","","","596","1","435","6","","","","","390","50","18","19","163","483","90","7","598","6012"
"2017_09","2","","","17","","0","403","0","","0","332","1117","","","","7","","1","","","","115","","0","15","59","15","","551","6","0","","163","15","","15","7","","","","","60","","","","","388","3","381","4","","","","","195","33","11","21","148","395","52","7","525","5063"
"2017_10","8","","","29","","0","447","2","","0","471","1601","","","","11","","1","","","","185","","1","32","49","30","","628","14","0","","268","15","","19","8","","","","","96","","","","","551","7","726","1","","","","","325","8","18","22","203","558","101","16","661","7112"
"2017_11","8","","","39","","0","394","1","","0","444","1504","","","","3","","0","","","","148","","24","16","75","22","","619","12","0","","235","9","","14","4","","","","","110","","","","","547","5","767","1","","","","","410","22","18","12","181","522","54","9","583","6812"
"2017_12","5","","","31","","0","210","1","","2","320","1291","","","","10","","0","","","","122","","3","15","74","13","","537","13","0","","211","12","","14","6","","","","","79","","","","","216","3","401","3","","","","","327","36","15","14","181","401","45","10","436","5057"
"2018_01","12","0","0","","","","338","4","0","","","1579","0","247","","0","0","1","265","279","","","","3","","","28","1","662","7","1","0","","8","56","","27","0","1","0","0","2","512","6","0","384","","","659","4","0","359","0","17","","","","75","194","591","105","8","525","6960"
"2018_02","9","1","3","","","","369","3","0","","","1570","0","250","","0","0","3","367","273","","","","3","","","17","2","648","4","0","1","","10","60","","24","0","0","0","0","5","461","6","0","433","","","593","4","0","374","0","35","","","","45","199","539","86","9","575","6981"
"2018_03","4","1","3","","","","466","9","1","","","1708","1","261","","0","0","0","373","218","","","","2","","","24","17","787","8","0","3","","6","42","","18","0","0","0","0","2","470","6","0","431","","","774","6","0","348","0","21","","","","25","195","529","86","14","717","7576"
"2018_04","3","0","7","","","","326","1","0","","","1419","0","269","","0","0","0","272","193","","","","2","","","21","23","612","11","0","6","","8","48","","20","0","0","0","0","3","417","30","0","390","","","579","2","0","363","0","75","","","","36","186","556","109","11","648","6646"
"2018_05","6","1","20","","","","374","1","0","","","1324","0","257","","3","0","1","312","202","","","","0","","","30","3","636","10","1","11","","7","64","","32","0","0","0","0","2","440","4","0","677","","","582","4","0","281","0","28","","","","42","189","559","100","7","643","6853"
"2018_06","4","0","18","","","","377","1","0","","","1416","1","262","","2","0","1","227","184","","","","0","","","29","2","480","16","0","14","","7","49","","22","0","0","0","0","3","385","6","0","475","","","622","1","0","152","0","2","","","","55","190","450","100","18","627","6198"
"2018_07","2","0","7","","","","351","4","2","","","1476","0","204","","0","0","1","227","236","","","","1","","","23","1","529","9","0","1","","12","42","","29","0","0","0","0","2","450","2","0","493","","","755","3","0","173","0","11","","","","37","169","507","94","18","616","6487"
"2018_08","4","0","10","","","","270","0","0","","","1166","1","139","","0","0","0","177","148","","","","0","","","19","0","446","6","0","5","","6","37","","11","0","0","0","0","0","283","5","0","279","","","697","2","0","168","0","2","","","","18","136","384","61","7","509","4996"
"2018_09","4","0","10","","","","270","0","0","","","1166","1","139","","0","0","0","177","148","","","","0","","","19","0","446","6","0","5","","6","37","","11","0","0","0","0","0","283","5","0","279","","","697","2","0","168","0","2","","","","18","136","384","61","7","509","4996"
"2018_10","11","0","45","","","","425","1","0","","","1660","0","240","","0","0","3","423","241","","","","1","","","16","1","613","7","1","3","","8","58","","35","0","0","0","0","5","623","6","0","452","","","636","8","0","140","0","35","","","","38","194","552","100","13","715","7309"
"2018_11","7","1","35","","","","275","3","1","","","1532","0","219","","0","0","0","291","223","","","","1","","","17","4","499","1","0","0","","10","55","","23","0","0","0","0","4","461","19","0","238","","","676","20","0","170","0","12","","","","22","178","457","85","14","599","6152"
"2018_12","4","0","21","","","","192","2","0","","","1549","1","198","","0","0","0","298","212","","","","3","","","20","0","368","6","0","0","","5","44","","15","0","0","0","0","2","433","11","0","156","","","560","0","1","131","0","5","","","","22","144","413","76","10","472","5374"
"2019_01","4","1","33","","","","363","5","0","","","1923","0","227","","0","0","1","331","214","0","","","3","","","26","4","609","6","0","0","","18","41","","15","0","0","0","0","5","518","9","0","378","","","861","9","0","177","0","4","","","","34","201","523","82","10","740","7375"
"2019_02","1","0","39","","","","249","4","0","","","1605","0","177","","0","0","0","338","231","0","","","2","","","30","0","583","4","0","0","","16","48","","17","0","0","0","0","1","422","9","0","346","","","791","5","0","147","0","3","","","","25","144","442","97","9","654","6439"
"2019_03","6","1","7","","","","385","2","1","","","1664","0","226","","0","0","2","463","176","0","","","2","","","30","0","722","10","0","10","","12","50","","16","0","0","0","0","5","518","8","0","432","","","812","5","0","133","0","4","","","","25","122","467","80","13","798","7207"
"2019_04","5","1","45","","","","290","3","1","","","1476","1","215","","0","0","0","267","137","0","","","2","","","35","3","499","9","0","10","","6","51","","17","0","0","0","0","3","439","16","0","308","","","653","6","1","123","0","16","","","","26","107","394","82","11","707","5965"
"2019_05","7","0","42","","","","361","6","1","","","1531","1","240","","1","0","0","455","183","0","","","3","","","18","0","711","15","1","17","","7","43","","10","0","0","0","0","3","471","44","0","576","","","697","5","0","168","0","12","","","","18","97","471","117","12","795","7139"
"2019_06","6","0","7","","","","271","2","0","","","1221","1","269","","3","0","0","246","176","0","","","0","","","22","0","445","11","0","9","","16","49","","15","0","0","0","0","0","378","10","0","406","","","656","5","0","99","0","6","","","","29","124","432","94","8","589","5605"
"2019_07","7","38","28","","","","299","5","2","","","1289","0","269","","0","0","3","207","140","0","","","0","","","18","0","398","13","1","11","","7","41","","9","1","1","0","0","7","445","4","0","505","","","558","3","0","74","0","4","","","","37","116","438","121","4","866","5969"
"2019_08","4","14","29","","","","343","1","1","","","1092","0","244","","0","0","0","322","130","0","","","2","","","21","1","516","12","1","14","","6","35","","16","0","0","0","0","4","406","0","0","456","","","624","0","0","109","0","4","","","","36","99","443","118","6","877","5986"
"2019_09","4","16","22","","","","244","0","1","","","919","0","202","","0","0","1","1396","170","0","","","1","","","30","0","580","16","0","3","","8","40","","20","0","0","0","0","5","382","9","0","385","","","731","4","0","147","0","4","","","","31","114","411","105","7","674","6682"
